exposure_id,exposure_ts,group,device,converted,revenue
7579,2025-08-29 06:11:36,treatment,Mobile,0,0.0
7580,2024-11-16 11:42:10,treatment,Desktop,0,0.0
7581,2024-08-08 16:55:21,treatment,Tablet,0,0.0
7582,2025-03-28 18:23:25,treatment,Desktop,0,0.0
7583,2025-01-25 18:43:46,treatment,Mobile,0,0.0
7584,2025-01-25 22:27:03,control,Desktop,0,0.0
7585,2025-07-02 13:04:13,treatment,Desktop,0,0.0
7586,2025-06-23 03:26:38,control,Desktop,0,0.0
7587,2024-03-27 17:06:10,treatment,Desktop,0,0.0
7588,2024-12-09 07:18:32,control,Desktop,0,0.0
7589,2025-02-27 18:54:25,control,Desktop,0,0.0
7590,2024-09-16 08:37:20,treatment,Mobile,1,26.01
7591,2025-01-07 07:59:11,treatment,Desktop,0,0.0
7592,2025-07-13 04:32:53,control,Desktop,0,0.0
7593,2025-03-18 09:59:09,control,Tablet,0,0.0
7594,2024-04-24 11:09:30,treatment,Mobile,0,0.0
7595,2025-02-24 01:44:59,control,Desktop,0,0.0
7596,2024-10-22 02:01:42,control,Mobile,0,0.0
7597,2024-06-30 04:51:37,treatment,Desktop,0,0.0
7598,2025-07-29 13:40:51,control,Desktop,0,0.0
7599,2024-12-28 04:36:12,control,Desktop,0,0.0
7600,2025-02-05 01:17:58,control,Desktop,0,0.0
7601,2025-04-11 14:06:47,control,Desktop,0,0.0
7602,2024-07-03 14:23:57,control,Tablet,0,0.0
7603,2024-07-26 18:19:44,treatment,Mobile,0,0.0
7604,2024-09-11 04:37:14,control,Desktop,0,0.0
7605,2025-06-18 06:57:06,control,Desktop,0,0.0
7606,2024-09-19 04:50:39,control,Desktop,0,0.0
7607,2025-09-14 05:05:00,control,Desktop,0,0.0
7608,2024-10-05 22:40:04,control,Mobile,0,0.0
7609,2025-03-06 05:46:17,control,Desktop,1,35.61
7610,2025-07-29 02:06:04,control,Mobile,0,0.0
7611,2025-01-04 03:52:48,control,Desktop,0,0.0
7612,2025-08-08 12:09:20,control,Desktop,0,0.0
7613,2024-09-11 04:42:09,control,Desktop,0,0.0
7614,2025-09-09 16:09:37,treatment,Mobile,0,0.0
7615,2025-06-11 19:02:59,treatment,Tablet,0,0.0
7616,2025-08-13 20:22:45,control,Mobile,0,0.0
7617,2024-12-26 22:25:44,treatment,Desktop,0,0.0
7618,2025-04-09 04:20:14,control,Desktop,0,0.0
7619,2025-08-26 09:47:33,control,Desktop,0,0.0
7620,2024-09-01 04:56:21,treatment,Desktop,0,0.0
7621,2025-07-06 00:03:45,treatment,Desktop,0,0.0
7622,2024-10-15 08:03:14,treatment,Mobile,0,0.0
7623,2025-05-30 22:19:07,control,Desktop,0,0.0
7624,2025-03-14 19:38:02,control,Desktop,0,0.0
7625,2025-09-01 19:02:55,treatment,Mobile,0,0.0
7626,2024-05-26 08:57:00,control,Mobile,0,0.0
7627,2024-06-06 11:31:46,control,Desktop,0,0.0
7628,2025-08-30 15:51:43,treatment,Mobile,0,0.0
7629,2024-05-26 16:18:16,treatment,Mobile,0,0.0
7630,2024-04-03 01:47:35,control,Desktop,0,0.0
7631,2025-08-11 08:46:09,treatment,Mobile,0,0.0
7632,2025-03-15 12:56:29,control,Desktop,0,0.0
7633,2025-03-25 20:39:32,treatment,Desktop,0,0.0
7634,2025-06-16 04:10:20,treatment,Mobile,0,0.0
7635,2025-06-02 14:05:41,treatment,Desktop,0,0.0
7636,2024-03-25 18:04:33,control,Mobile,0,0.0
7637,2024-07-16 21:30:00,treatment,Desktop,0,0.0
7638,2024-06-13 03:06:16,treatment,Desktop,0,0.0
7639,2025-09-01 20:16:50,treatment,Desktop,0,0.0
7640,2025-02-10 01:18:12,control,Desktop,0,0.0
7641,2025-07-01 07:05:22,treatment,Mobile,0,0.0
7642,2024-12-20 04:41:54,control,Desktop,0,0.0
7643,2025-02-26 05:55:51,treatment,Desktop,0,0.0
7644,2025-03-25 00:07:58,treatment,Desktop,1,78.28
7645,2024-06-03 17:06:17,control,Mobile,1,28.92
7646,2025-01-14 06:52:17,treatment,Tablet,0,0.0
7647,2024-08-02 06:59:24,control,Mobile,0,0.0
7648,2025-03-18 05:28:16,treatment,Mobile,0,0.0
7649,2024-08-30 20:15:04,control,Desktop,0,0.0
7650,2024-09-07 02:01:32,treatment,Desktop,0,0.0
7651,2025-01-23 00:54:50,control,Desktop,1,21.92
7652,2025-05-02 10:16:02,control,Desktop,0,0.0
7653,2024-09-02 11:01:41,control,Mobile,0,0.0
7654,2024-11-16 06:49:32,control,Desktop,0,0.0
7655,2025-06-01 02:47:57,treatment,Mobile,0,0.0
7656,2025-04-28 07:28:55,control,Mobile,0,0.0
7657,2024-10-28 00:15:56,treatment,Mobile,0,0.0
7658,2025-07-16 17:47:03,treatment,Mobile,0,0.0
7659,2025-02-10 05:03:34,control,Desktop,0,0.0
7660,2025-06-02 08:44:58,treatment,Mobile,0,0.0
7661,2025-04-10 05:57:56,treatment,Desktop,0,0.0
7662,2025-06-14 08:13:20,treatment,Desktop,0,0.0
7663,2024-09-06 18:12:51,treatment,Mobile,0,0.0
7664,2025-05-25 12:00:32,control,Desktop,0,0.0
7665,2025-06-12 18:02:16,treatment,Desktop,1,53.4
7666,2025-03-03 16:50:10,control,Desktop,0,0.0
7667,2025-03-03 17:35:32,treatment,Mobile,0,0.0
7668,2024-10-23 09:16:15,control,Tablet,0,0.0
7669,2025-07-08 20:56:58,treatment,Desktop,0,0.0
7670,2025-04-19 23:23:00,treatment,Mobile,1,30.41
7671,2025-04-26 07:07:31,control,Desktop,0,0.0
7672,2025-07-10 10:47:09,treatment,Desktop,0,0.0
7673,2024-09-13 15:48:39,control,Desktop,0,0.0
7674,2025-05-09 09:53:52,control,Desktop,0,0.0
7675,2024-06-20 01:39:28,treatment,Desktop,0,0.0
7676,2025-01-21 01:10:19,control,Mobile,1,40.49
7677,2024-04-28 22:59:19,control,Desktop,0,0.0
7678,2024-11-05 19:44:16,treatment,Desktop,0,0.0
7679,2025-06-24 06:01:54,control,Mobile,0,0.0
7680,2024-10-12 14:29:37,control,Desktop,0,0.0
7681,2025-06-20 16:54:17,treatment,Desktop,0,0.0
7682,2024-08-16 16:11:17,control,Desktop,0,0.0
7683,2024-09-25 15:47:24,treatment,Desktop,0,0.0
7684,2024-12-22 17:52:12,treatment,Mobile,0,0.0
7685,2024-05-18 11:18:56,treatment,Mobile,0,0.0
7686,2024-11-15 02:41:53,control,Desktop,0,0.0
7687,2025-01-08 13:37:24,control,Desktop,0,0.0
7688,2025-08-20 19:23:47,treatment,Mobile,0,0.0
7689,2025-04-29 11:56:42,control,Mobile,0,0.0
7690,2024-04-14 03:02:11,control,Mobile,0,0.0
7691,2025-04-03 07:38:46,treatment,Mobile,0,0.0
7692,2024-04-18 04:59:15,control,Desktop,0,0.0
7693,2025-03-21 17:14:06,treatment,Mobile,0,0.0
7694,2025-06-02 03:19:58,control,Mobile,0,0.0
7695,2025-07-09 22:12:51,control,Mobile,0,0.0
7696,2025-01-30 14:23:09,control,Desktop,0,0.0
7697,2024-12-26 16:49:32,treatment,Desktop,0,0.0
7698,2025-06-28 16:28:35,control,Mobile,0,0.0
7699,2024-05-27 06:58:13,treatment,Desktop,0,0.0
7700,2024-03-31 01:09:24,treatment,Desktop,0,0.0
7701,2024-07-17 15:31:19,treatment,Mobile,0,0.0
7702,2025-06-01 19:11:15,control,Mobile,0,0.0
7703,2024-06-11 18:28:43,treatment,Desktop,0,0.0
7704,2025-06-27 00:52:52,control,Desktop,0,0.0
7705,2024-08-23 05:43:06,control,Desktop,0,0.0
7706,2024-07-07 16:16:43,treatment,Desktop,1,241.63
7707,2024-05-04 12:22:20,treatment,Desktop,0,0.0
7708,2025-09-01 05:42:02,control,Desktop,0,0.0
7709,2025-05-04 13:35:13,treatment,Desktop,0,0.0
7710,2025-03-08 17:19:47,treatment,Desktop,0,0.0
7711,2024-06-15 12:01:28,control,Desktop,0,0.0
7712,2024-07-04 23:45:44,control,Mobile,0,0.0
7713,2025-01-20 14:59:24,control,Mobile,0,0.0
7714,2025-02-21 11:13:15,treatment,Tablet,0,0.0
7715,2024-06-24 13:26:10,control,Desktop,0,0.0
7716,2024-05-13 07:12:39,control,Mobile,0,0.0
7717,2024-07-05 08:10:42,control,Mobile,0,0.0
7718,2025-07-15 08:37:22,control,Mobile,0,0.0
7719,2024-08-13 10:46:11,control,Desktop,0,0.0
7720,2024-07-08 08:50:57,treatment,Mobile,0,0.0
7721,2024-10-31 23:15:29,control,Desktop,0,0.0
7722,2025-05-30 01:25:07,treatment,Mobile,0,0.0
7723,2025-06-20 13:52:31,control,Mobile,0,0.0
7724,2025-02-02 05:34:12,control,Desktop,0,0.0
7725,2024-12-29 02:01:39,control,Tablet,1,31.14
7726,2025-02-15 22:14:21,control,Mobile,1,25.66
7727,2025-05-31 11:27:25,control,Tablet,0,0.0
7728,2025-02-04 04:19:51,treatment,Desktop,0,0.0
7729,2025-04-17 00:31:56,control,Mobile,0,0.0
7730,2025-05-27 14:29:59,treatment,Desktop,0,0.0
7731,2024-12-02 23:10:35,treatment,Desktop,0,0.0
7732,2025-02-01 17:59:19,treatment,Desktop,1,123.65
7733,2025-04-18 12:40:46,treatment,Mobile,1,197.97
7734,2025-01-28 10:14:37,treatment,Desktop,0,0.0
7735,2025-08-02 07:10:55,control,Mobile,0,0.0
7736,2024-04-25 13:14:28,treatment,Desktop,0,0.0
7737,2024-10-23 23:04:42,control,Mobile,0,0.0
7738,2025-08-18 00:36:56,control,Mobile,1,106.21
7739,2024-08-11 03:26:28,treatment,Mobile,0,0.0
7740,2025-07-25 02:00:19,control,Mobile,0,0.0
7741,2025-01-22 08:05:20,treatment,Desktop,0,0.0
7742,2024-06-07 08:27:57,treatment,Desktop,0,0.0
7743,2025-05-06 08:12:10,treatment,Desktop,0,0.0
7744,2024-11-07 23:06:29,treatment,Desktop,0,0.0
7745,2024-11-28 16:22:43,treatment,Mobile,0,0.0
7746,2025-09-09 03:04:45,control,Desktop,0,0.0
7747,2024-05-29 20:49:49,treatment,Tablet,0,0.0
7748,2025-05-18 13:00:02,treatment,Desktop,0,0.0
7749,2024-11-19 13:45:59,control,Mobile,0,0.0
7750,2025-01-29 16:55:29,control,Desktop,0,0.0
7751,2024-04-29 16:59:42,treatment,Desktop,0,0.0
7752,2025-04-15 12:37:10,treatment,Desktop,0,0.0
7753,2024-05-12 20:38:35,treatment,Desktop,0,0.0
7754,2024-09-01 05:22:13,treatment,Tablet,0,0.0
7755,2024-10-23 10:42:55,control,Desktop,0,0.0
7756,2024-12-15 07:20:47,control,Desktop,0,0.0
7757,2024-03-25 12:49:08,treatment,Mobile,0,0.0
7758,2024-05-12 13:26:09,treatment,Mobile,0,0.0
7759,2024-05-07 22:27:15,control,Desktop,0,0.0
7760,2024-12-29 14:31:24,control,Desktop,0,0.0
7761,2024-06-01 02:02:16,control,Desktop,0,0.0
7762,2025-01-07 12:38:38,control,Desktop,0,0.0
7763,2025-07-22 10:10:06,control,Desktop,0,0.0
7764,2024-07-01 13:07:42,control,Desktop,0,0.0
7765,2024-05-30 04:11:40,control,Desktop,0,0.0
7766,2024-09-16 17:03:40,treatment,Mobile,0,0.0
7767,2025-08-04 15:03:07,treatment,Mobile,0,0.0
7768,2025-05-17 01:40:42,treatment,Mobile,0,0.0
7769,2024-10-17 00:25:00,treatment,Desktop,0,0.0
7770,2025-07-31 08:31:21,control,Mobile,0,0.0
7771,2025-05-21 12:44:13,treatment,Mobile,0,0.0
7772,2024-07-18 09:52:18,treatment,Desktop,0,0.0
7773,2025-05-11 08:45:42,control,Desktop,0,0.0
7774,2025-07-21 16:08:01,control,Desktop,0,0.0
7775,2025-08-14 07:28:44,control,Desktop,1,13.27
7776,2024-11-21 08:28:09,treatment,Desktop,0,0.0
7777,2025-03-19 18:00:17,treatment,Desktop,0,0.0
7778,2025-09-03 14:44:49,treatment,Mobile,0,0.0
7779,2024-10-30 05:20:57,treatment,Desktop,0,0.0
7780,2025-02-11 21:39:28,treatment,Mobile,0,0.0
7781,2025-05-13 03:18:58,treatment,Desktop,0,0.0
7782,2024-07-18 19:18:33,treatment,Mobile,0,0.0
7783,2024-07-02 14:58:04,treatment,Mobile,0,0.0
7784,2024-05-16 12:18:45,control,Desktop,0,0.0
7785,2024-12-07 04:30:00,control,Desktop,1,42.36
7786,2025-05-08 12:58:33,control,Desktop,0,0.0
7787,2024-10-14 11:57:19,treatment,Desktop,0,0.0
7788,2025-01-13 06:31:45,treatment,Desktop,0,0.0
7789,2025-04-13 14:09:05,control,Desktop,0,0.0
7790,2025-08-23 14:51:22,treatment,Desktop,0,0.0
7791,2024-05-20 02:56:04,treatment,Desktop,0,0.0
7792,2025-01-21 22:36:39,control,Mobile,0,0.0
7793,2024-07-08 20:08:50,control,Desktop,0,0.0
7794,2024-04-20 18:30:15,control,Mobile,0,0.0
7795,2024-05-27 20:18:36,treatment,Mobile,0,0.0
7796,2025-07-31 15:53:23,treatment,Desktop,0,0.0
7797,2024-05-27 09:29:54,control,Mobile,0,0.0
7798,2025-06-26 22:49:15,treatment,Desktop,0,0.0
7799,2024-12-23 19:35:01,treatment,Tablet,0,0.0
7800,2024-08-31 00:39:42,treatment,Desktop,0,0.0
7801,2024-06-28 03:13:39,treatment,Desktop,0,0.0
7802,2024-09-29 18:34:26,treatment,Desktop,0,0.0
7803,2025-02-23 15:35:58,treatment,Desktop,0,0.0
7804,2024-04-13 12:50:24,treatment,Desktop,0,0.0
7805,2024-11-14 23:50:22,control,Mobile,0,0.0
7806,2025-04-14 12:20:39,treatment,Mobile,0,0.0
7807,2025-02-09 01:30:33,treatment,Mobile,0,0.0
7808,2025-03-29 20:18:52,control,Mobile,0,0.0
7809,2024-07-04 14:55:07,control,Tablet,0,0.0
7810,2024-10-09 03:54:41,control,Desktop,0,0.0
7811,2024-09-11 13:27:50,treatment,Tablet,0,0.0
7812,2025-06-21 02:49:58,treatment,Mobile,0,0.0
7813,2024-07-27 09:56:11,control,Desktop,0,0.0
7814,2024-11-29 17:03:50,control,Mobile,0,0.0
7815,2025-02-28 23:01:46,control,Mobile,1,71.33
7816,2025-05-07 01:25:40,treatment,Mobile,0,0.0
7817,2024-11-20 12:22:05,treatment,Desktop,0,0.0
7818,2025-03-16 13:10:27,treatment,Desktop,1,63.71
7819,2024-03-27 21:33:58,treatment,Desktop,0,0.0
7820,2024-07-11 03:48:15,treatment,Desktop,0,0.0
7821,2024-08-12 13:48:44,control,Desktop,0,0.0
7822,2024-09-06 01:47:01,control,Desktop,0,0.0
7823,2025-05-16 05:51:12,treatment,Mobile,0,0.0
7824,2024-07-06 19:39:52,treatment,Mobile,0,0.0
7825,2024-08-25 10:48:38,control,Mobile,0,0.0
7826,2024-12-29 17:44:31,treatment,Mobile,0,0.0
7827,2025-08-21 09:22:25,treatment,Desktop,0,0.0
7828,2025-01-27 10:20:32,treatment,Desktop,1,45.47
7829,2024-08-29 04:43:18,control,Desktop,0,0.0
7830,2024-12-14 03:01:24,treatment,Desktop,0,0.0
7831,2025-06-04 20:17:56,treatment,Desktop,0,0.0
7832,2025-02-24 07:38:57,treatment,Tablet,0,0.0
7833,2024-08-12 19:58:03,control,Tablet,0,0.0
7834,2025-03-23 06:14:04,treatment,Mobile,0,0.0
7835,2024-04-08 17:45:30,control,Desktop,0,0.0
7836,2024-10-07 01:27:17,control,Mobile,0,0.0
7837,2025-02-07 01:18:08,control,Desktop,0,0.0
7838,2025-05-28 03:03:51,treatment,Mobile,0,0.0
7839,2024-10-11 09:38:09,treatment,Desktop,0,0.0
7840,2024-08-25 06:33:51,control,Desktop,0,0.0
7841,2025-02-06 13:03:49,control,Mobile,0,0.0
7842,2025-04-14 16:15:53,treatment,Desktop,0,0.0
7843,2025-05-02 15:17:25,treatment,Desktop,0,0.0
7844,2024-09-03 19:13:18,treatment,Desktop,0,0.0
7845,2024-11-19 16:41:28,treatment,Desktop,0,0.0
7846,2024-05-20 16:19:45,treatment,Tablet,0,0.0
7847,2025-05-30 09:21:59,control,Mobile,1,89.35
7848,2025-04-10 16:09:07,treatment,Desktop,0,0.0
7849,2025-07-09 10:02:04,control,Desktop,1,185.77
7850,2024-04-15 09:54:44,control,Desktop,1,18.76
7851,2025-05-07 07:34:06,control,Desktop,0,0.0
7852,2024-08-26 10:04:49,treatment,Desktop,0,0.0
7853,2024-07-24 09:20:32,treatment,Desktop,0,0.0
7854,2025-07-06 21:56:57,treatment,Tablet,1,2.54
7855,2025-01-17 15:06:13,treatment,Desktop,0,0.0
7856,2025-07-08 09:12:14,treatment,Mobile,1,207.72
7857,2025-04-02 18:21:34,control,Desktop,0,0.0
7858,2025-07-14 04:57:14,control,Desktop,0,0.0
7859,2024-09-20 13:15:17,treatment,Desktop,0,0.0
7860,2025-06-21 15:10:13,control,Tablet,0,0.0
7861,2024-08-12 18:17:13,control,Desktop,0,0.0
7862,2024-11-17 07:54:51,treatment,Desktop,0,0.0
7863,2025-04-24 06:54:15,control,Desktop,0,0.0
7864,2024-10-18 08:26:46,treatment,Tablet,0,0.0
7865,2025-08-08 10:56:04,treatment,Desktop,0,0.0
7866,2024-07-24 21:52:05,treatment,Mobile,0,0.0
7867,2024-06-25 01:50:19,treatment,Desktop,0,0.0
7868,2025-07-18 11:06:05,treatment,Desktop,0,0.0
7869,2024-08-31 16:41:52,treatment,Mobile,0,0.0
7870,2025-02-09 08:05:27,control,Mobile,1,54.59
7871,2024-04-21 03:12:20,treatment,Mobile,0,0.0
7872,2025-03-28 09:16:16,treatment,Mobile,0,0.0
7873,2025-03-31 22:23:58,treatment,Desktop,0,0.0
7874,2024-08-23 02:37:29,treatment,Mobile,0,0.0
7875,2025-04-14 09:32:39,treatment,Desktop,1,60.7
7876,2025-08-17 23:16:01,treatment,Mobile,0,0.0
7877,2024-10-15 22:17:33,treatment,Mobile,0,0.0
7878,2025-01-19 18:47:18,treatment,Mobile,0,0.0
7879,2025-07-29 16:13:19,treatment,Mobile,0,0.0
7880,2024-12-20 23:25:01,treatment,Mobile,0,0.0
7881,2025-03-04 08:41:17,control,Desktop,0,0.0
7882,2025-08-02 22:59:22,treatment,Mobile,0,0.0
7883,2024-09-28 10:51:27,control,Mobile,0,0.0
7884,2024-03-29 07:38:54,control,Mobile,0,0.0
7885,2025-05-06 04:08:15,treatment,Mobile,0,0.0
7886,2025-08-05 09:50:01,treatment,Mobile,0,0.0
7887,2024-09-25 02:26:09,treatment,Mobile,0,0.0
7888,2024-04-19 06:33:17,treatment,Desktop,0,0.0
7889,2025-01-09 23:00:12,treatment,Desktop,0,0.0
7890,2025-05-13 12:28:41,control,Desktop,0,0.0
7891,2024-08-16 21:09:55,treatment,Mobile,0,0.0
7892,2025-07-04 16:23:15,control,Desktop,0,0.0
7893,2024-10-25 21:59:32,control,Mobile,0,0.0
7894,2025-03-16 04:53:14,control,Desktop,0,0.0
7895,2024-03-26 00:22:55,treatment,Desktop,0,0.0
7896,2024-10-11 01:24:44,treatment,Desktop,0,0.0
7897,2024-07-12 15:16:13,treatment,Desktop,0,0.0
7898,2025-03-11 01:03:49,control,Mobile,0,0.0
7899,2024-11-06 07:10:58,treatment,Desktop,0,0.0
7900,2025-02-19 16:37:29,treatment,Desktop,0,0.0
7901,2024-04-23 00:07:07,treatment,Mobile,0,0.0
7902,2024-08-24 16:15:21,control,Mobile,0,0.0
7903,2024-12-10 17:25:23,treatment,Desktop,0,0.0
7904,2025-06-15 01:19:44,control,Mobile,0,0.0
7905,2024-06-01 23:07:37,control,Desktop,1,108.32
7906,2024-06-18 13:48:39,treatment,Mobile,0,0.0
7907,2024-11-12 06:19:03,treatment,Desktop,0,0.0
7908,2025-03-18 10:40:57,treatment,Mobile,0,0.0
7909,2024-08-24 11:31:34,treatment,Desktop,0,0.0
7910,2024-10-15 17:35:40,control,Desktop,0,0.0
7911,2025-08-15 23:41:29,treatment,Desktop,0,0.0
7912,2024-09-04 09:38:45,treatment,Desktop,0,0.0
7913,2024-12-17 03:28:31,control,Tablet,0,0.0
7914,2024-08-16 06:14:54,control,Desktop,0,0.0
7915,2025-05-08 23:58:27,control,Mobile,0,0.0
7916,2024-05-10 23:06:14,treatment,Mobile,0,0.0
7917,2025-07-03 19:29:00,control,Tablet,0,0.0
7918,2024-09-10 15:40:11,treatment,Mobile,0,0.0
7919,2025-03-18 15:05:53,control,Desktop,0,0.0
7920,2024-06-12 13:52:54,treatment,Tablet,0,0.0
7921,2024-10-03 23:38:20,control,Mobile,0,0.0
7922,2025-09-14 14:21:08,treatment,Desktop,0,0.0
7923,2024-05-15 08:54:17,control,Desktop,0,0.0
7924,2025-01-01 05:37:05,treatment,Mobile,0,0.0
7925,2024-10-18 15:21:27,control,Mobile,1,11.95
7926,2025-09-04 17:44:00,control,Mobile,0,0.0
7927,2024-10-19 20:44:43,treatment,Desktop,0,0.0
7928,2024-09-18 02:11:28,control,Mobile,0,0.0
7929,2025-02-24 05:05:09,treatment,Desktop,0,0.0
7930,2025-09-12 00:23:41,treatment,Mobile,0,0.0
7931,2025-07-19 17:11:58,treatment,Mobile,0,0.0
7932,2025-07-15 04:06:40,control,Desktop,1,25.0
7933,2025-01-21 21:23:14,control,Mobile,0,0.0
7934,2024-05-28 05:46:18,treatment,Desktop,0,0.0
7935,2025-04-19 08:41:29,treatment,Mobile,0,0.0
7936,2024-04-26 08:20:17,treatment,Tablet,0,0.0
7937,2025-06-24 10:05:56,treatment,Tablet,0,0.0
7938,2025-07-23 22:20:20,control,Tablet,1,107.8
7939,2024-12-15 20:31:25,control,Mobile,0,0.0
7940,2024-12-30 20:46:09,control,Desktop,0,0.0
7941,2025-07-09 12:15:50,control,Mobile,0,0.0
7942,2024-09-11 01:25:41,treatment,Desktop,1,101.2
7943,2025-01-29 08:09:46,control,Desktop,0,0.0
7944,2024-04-16 19:09:13,control,Tablet,0,0.0
7945,2024-10-24 17:41:56,control,Mobile,0,0.0
7946,2025-09-06 04:54:33,control,Mobile,0,0.0
7947,2024-07-16 09:04:06,control,Desktop,0,0.0
7948,2025-06-01 17:49:07,treatment,Desktop,0,0.0
7949,2024-11-06 23:07:07,treatment,Desktop,0,0.0
7950,2025-05-11 23:36:27,control,Mobile,0,0.0
7951,2025-09-14 03:59:33,control,Mobile,0,0.0
7952,2024-05-07 01:58:14,control,Mobile,0,0.0
7953,2024-04-19 06:27:10,control,Mobile,0,0.0
7954,2024-12-19 04:54:31,control,Mobile,0,0.0
7955,2024-09-09 22:45:52,treatment,Mobile,0,0.0
7956,2025-04-06 00:45:46,treatment,Desktop,0,0.0
7957,2025-05-07 02:49:20,control,Mobile,0,0.0
7958,2024-12-05 22:28:41,control,Desktop,0,0.0
7959,2024-06-14 12:55:52,treatment,Desktop,0,0.0
7960,2025-04-06 12:03:37,control,Desktop,0,0.0
7961,2024-07-10 06:03:27,control,Mobile,0,0.0
7962,2025-06-23 20:15:53,treatment,Mobile,0,0.0
7963,2024-08-15 10:25:18,control,Desktop,0,0.0
7964,2025-09-08 11:47:08,treatment,Mobile,0,0.0
7965,2024-12-12 21:07:26,control,Desktop,0,0.0
7966,2025-04-27 16:38:35,control,Desktop,0,0.0
7967,2025-07-20 00:22:04,treatment,Mobile,0,0.0
7968,2025-04-18 18:22:42,treatment,Desktop,0,0.0
7969,2024-12-12 23:39:59,control,Mobile,1,133.63
7970,2024-06-22 10:09:14,treatment,Mobile,0,0.0
7971,2025-04-25 10:56:14,treatment,Mobile,0,0.0
7972,2024-11-05 14:57:18,treatment,Desktop,1,56.29
7973,2024-12-08 08:52:57,control,Desktop,0,0.0
7974,2025-04-23 09:53:03,control,Mobile,0,0.0
7975,2025-03-06 21:54:41,control,Mobile,0,0.0
7976,2025-03-11 02:22:30,treatment,Desktop,0,0.0
7977,2025-06-14 04:02:16,treatment,Desktop,0,0.0
7978,2024-06-24 05:50:10,treatment,Desktop,0,0.0
7979,2024-11-04 01:14:52,treatment,Desktop,0,0.0
7980,2025-03-25 00:15:49,control,Desktop,0,0.0
7981,2024-11-01 09:12:33,control,Desktop,0,0.0
7982,2024-10-31 18:01:48,treatment,Mobile,0,0.0
7983,2025-02-11 03:49:16,treatment,Desktop,0,0.0
7984,2024-06-14 23:05:14,treatment,Mobile,0,0.0
7985,2025-06-05 19:00:30,control,Desktop,0,0.0
7986,2025-04-08 11:46:18,treatment,Mobile,0,0.0
7987,2024-09-12 15:40:48,treatment,Desktop,0,0.0
7988,2025-03-09 20:07:23,control,Tablet,0,0.0
7989,2024-04-10 04:08:32,treatment,Mobile,0,0.0
7990,2024-07-21 20:56:15,control,Mobile,0,0.0
7991,2024-08-25 06:45:58,treatment,Desktop,0,0.0
7992,2024-06-20 21:44:54,treatment,Mobile,0,0.0
7993,2025-04-14 14:14:42,control,Desktop,0,0.0
7994,2024-10-30 17:58:03,control,Desktop,0,0.0
7995,2024-11-05 02:04:41,treatment,Desktop,0,0.0
7996,2025-01-01 08:42:00,treatment,Mobile,0,0.0
7997,2025-02-17 07:14:13,control,Tablet,0,0.0
7998,2025-08-18 02:30:53,control,Desktop,0,0.0
7999,2024-05-05 22:02:45,treatment,Desktop,0,0.0
8000,2024-11-14 04:46:52,treatment,Mobile,0,0.0
8001,2025-02-12 04:26:13,control,Desktop,0,0.0
8002,2024-05-25 17:11:56,control,Desktop,0,0.0
8003,2025-09-04 13:18:01,treatment,Mobile,0,0.0
8004,2024-06-05 14:46:28,treatment,Mobile,0,0.0
8005,2024-09-14 06:16:48,treatment,Mobile,0,0.0
8006,2025-07-16 12:14:19,treatment,Mobile,0,0.0
8007,2025-08-26 00:42:13,control,Mobile,0,0.0
8008,2025-05-01 01:45:25,control,Desktop,0,0.0
8009,2024-04-12 23:39:54,treatment,Mobile,0,0.0
8010,2025-05-27 15:33:50,control,Desktop,0,0.0
8011,2025-01-05 22:33:48,control,Desktop,0,0.0
8012,2025-02-03 06:28:22,control,Desktop,0,0.0
8013,2024-08-19 11:14:08,control,Mobile,0,0.0
8014,2025-06-11 05:56:47,control,Mobile,0,0.0
8015,2024-08-15 15:32:58,treatment,Mobile,0,0.0
8016,2025-08-01 05:08:49,control,Desktop,0,0.0
8017,2024-05-12 18:22:37,control,Tablet,0,0.0
8018,2024-10-31 01:35:24,control,Desktop,0,0.0
8019,2025-02-08 04:13:41,treatment,Desktop,0,0.0
8020,2024-10-23 00:30:47,treatment,Desktop,0,0.0
8021,2025-05-21 06:53:06,control,Mobile,0,0.0
8022,2024-08-16 17:46:36,control,Desktop,0,0.0
8023,2025-04-02 09:32:36,treatment,Desktop,0,0.0
8024,2024-04-17 06:58:51,treatment,Desktop,0,0.0
8025,2024-08-01 06:55:23,control,Mobile,0,0.0
8026,2025-03-03 13:52:36,treatment,Desktop,0,0.0
8027,2025-09-06 13:53:42,treatment,Desktop,0,0.0
8028,2024-11-14 20:15:47,treatment,Desktop,0,0.0
8029,2025-05-07 22:11:47,control,Desktop,0,0.0
8030,2024-10-10 19:22:23,control,Desktop,0,0.0
8031,2025-06-09 23:36:43,control,Tablet,0,0.0
8032,2024-12-04 00:24:05,treatment,Desktop,0,0.0
8033,2025-08-14 15:53:03,treatment,Desktop,0,0.0
8034,2024-07-21 12:36:05,treatment,Desktop,0,0.0
8035,2025-06-07 02:49:04,control,Mobile,0,0.0
8036,2025-06-25 14:33:01,treatment,Mobile,0,0.0
8037,2025-05-02 09:35:05,treatment,Mobile,0,0.0
8038,2025-05-16 16:50:34,control,Mobile,0,0.0
8039,2024-07-16 07:39:45,control,Desktop,0,0.0
8040,2025-06-03 02:36:14,control,Desktop,0,0.0
8041,2024-09-16 23:19:03,control,Mobile,0,0.0
8042,2025-06-01 09:49:14,control,Desktop,0,0.0
8043,2025-08-31 16:02:40,control,Tablet,0,0.0
